chip x0 y0 channel x y
4 -22.73 66.97 50 -36.555 75.265
4 -22.73 66.97 54 -36.555 69.735
4 -22.73 66.97 58 -36.555 64.205
4 -22.73 66.97 63 -36.555 58.675
4 -22.73 66.97 55 -36.555 53.145
4 -22.73 66.97 62 -36.555 47.615
4 -22.73 66.97 47 -42.085 86.325
4 -22.73 66.97 53 -42.085 80.795
4 -22.73 66.97 60 -42.085 75.265
4 -22.73 66.97 39 -42.085 69.735
4 -22.73 66.97 56 -42.085 64.205
4 -22.73 66.97 57 -42.085 58.675
4 -22.73 66.97 51 -42.085 53.145
4 -22.73 66.97 61 -42.085 47.615
5 -22.73 22.73 61 -3.375 42.085
5 -22.73 22.73 51 -3.375 36.555
5 -22.73 22.73 57 -3.375 31.025
5 -22.73 22.73 56 -3.375 25.495
5 -22.73 22.73 39 -3.375 19.965
5 -22.73 22.73 60 -3.375 14.435
5 -22.73 22.73 53 -3.375 8.905
5 -22.73 22.73 47 -3.375 3.375
5 -22.73 22.73 62 -8.905 42.085
5 -22.73 22.73 55 -8.905 36.555
5 -22.73 22.73 63 -8.905 31.025
5 -22.73 22.73 58 -8.905 25.495
5 -22.73 22.73 54 -8.905 19.965
5 -22.73 22.73 50 -8.905 14.435
5 -22.73 22.73 44 -8.905 8.905
5 -22.73 22.73 38 -8.905 3.375
5 -22.73 22.73 59 -14.435 42.085
5 -22.73 22.73 52 -14.435 36.555
5 -22.73 22.73 49 -14.435 31.025
5 -22.73 22.73 42 -14.435 25.495
5 -22.73 22.73 48 -14.435 19.965
5 -22.73 22.73 45 -14.435 14.435
5 -22.73 22.73 41 -14.435 8.905
5 -22.73 22.73 35 -14.435 3.375
5 -22.73 22.73 46 -19.965 42.085
5 -22.73 22.73 43 -19.965 36.555
5 -22.73 22.73 37 -19.965 31.025
5 -22.73 22.73 40 -19.965 25.495
5 -22.73 22.73 36 -19.965 19.965
5 -22.73 22.73 33 -19.965 14.435
5 -22.73 22.73 32 -19.965 8.905
